jenis_kelamin,berat_kg,tinggi_cm,lingkar_perut_cm,frekuensi_makan,sarapan,konsumsi_sayur_buah,konsumsi_daging,konsumsi_susu,fast_food,minuman_bersoda,nafsu_makan_rumah,nafsu_makan_sekolah,air_minum,lama_tidur,olahraga,aktivitas_fisik,BMI,status_gizi
1,56.0,162.0,74.0,2,1,1,1,1,2,2,0,1,0,0,1,0,21.338210638622158,Normal
1,61.0,166.0,58.0,2,1,1,1,1,1,0,0,0,2,0,0,0,22.136739730004358,Normal
1,70.0,165.0,82.0,3,0,1,2,1,1,1,0,0,1,1,1,2,25.71166207529844,Gemuk
1,61.0,171.0,75.0,3,1,2,1,1,1,1,0,0,2,1,1,2,20.86111966075032,Normal
1,85.0,164.0,97.0,3,1,1,1,1,1,0,0,0,1,1,1,1,31.603212373587155,Obesitas
0,61.0,154.0,77.0,2,1,2,1,1,1,1,0,0,1,0,1,0,25.72103221453871,Gemuk
1,48.0,151.0,70.0,2,1,1,1,2,1,1,1,1,1,1,1,1,21.051708258409718,Normal
0,58.0,158.0,79.0,2,1,2,2,2,1,0,0,1,1,0,0,1,23.233456176894723,Normal
0,49.9,157.0,82.0,2,1,2,1,1,1,1,0,0,2,1,0,1,20.24422897480628,Normal
0,55.0,151.0,90.0,2,1,2,1,1,1,1,0,0,1,0,1,0,24.121749046094468,Normal
0,39.5,150.5,65.0,2,1,1,1,1,1,1,0,0,1,1,0,1,17.439101113674244,Kurus
0,69.4,153.0,80.0,3,1,1,2,1,2,2,0,0,2,1,0,2,29.646717074629418,Gemuk
0,42.0,147.5,63.0,2,1,1,1,1,0,1,0,0,1,0,0,0,19.304797471990806,Normal
1,57.7,169.0,71.0,3,1,1,1,1,1,1,0,0,0,1,1,1,20.20237386646126,Normal
1,57.0,172.0,68.0,3,1,1,2,0,1,1,0,0,2,1,1,1,19.2671714440238,Normal
1,44.9,163.0,69.0,4,1,1,1,0,2,1,0,0,1,1,1,0,16.89939403063721,Kurus
0,43.7,167.0,62.0,2,1,2,2,2,1,1,0,1,1,1,0,0,15.669260281831548,Kurus
0,72.9,162.0,77.0,2,1,1,2,1,0,1,0,0,1,1,1,1,27.777777777777775,Gemuk
1,59.1,172.0,73.0,3,1,2,1,2,2,1,0,0,1,1,1,1,19.977014602487834,Normal
0,72.2,155.0,81.0,2,1,2,2,1,1,0,0,0,1,1,1,1,30.052029136316335,Obesitas
0,58.6,158.0,73.0,3,1,1,2,0,2,1,0,0,0,1,1,1,23.473802275276395,Normal
1,58.2,167.0,69.0,3,1,1,1,1,1,1,0,0,1,1,1,0,20.868442755208147,Normal
1,37.6,152.0,59.0,3,1,1,2,2,2,2,0,0,1,0,2,1,16.274238227146814,Kurus
0,46.0,155.0,98.0,3,1,1,2,1,1,1,0,0,0,0,0,0,19.14672216441207,Normal
1,53.6,165.0,61.0,3,1,2,2,1,1,1,0,0,1,1,1,1,19.687786960514234,Normal
1,55.8,169.0,70.5,4,1,1,1,2,2,1,0,0,0,0,1,0,19.537131052834287,Normal
0,44.4,154.0,52.0,3,1,1,1,1,1,1,0,0,1,1,1,1,18.721538202057683,Normal
1,57.0,164.0,76.0,3,1,1,1,1,1,1,0,1,1,1,1,2,21.192742415229034,Normal
0,46.0,152.0,73.0,3,1,1,2,1,1,1,0,0,1,1,0,0,19.909972299168974,Normal
1,69.1,158.0,85.0,2,0,1,1,1,1,2,0,0,1,0,1,0,27.67985899695561,Gemuk
1,46.8,174.0,53.0,4,1,1,1,1,1,2,0,0,2,1,1,0,15.457788347205707,Kurus
0,39.6,155.0,60.0,2,1,1,1,1,1,2,0,0,0,1,0,0,16.482830385015607,Kurus
1,45.2,161.0,56.0,2,1,1,2,1,1,1,0,0,1,1,1,1,17.437598858068746,Kurus
0,61.5,146.0,77.0,3,1,1,1,1,1,2,0,0,1,0,0,2,28.851566898104714,Gemuk
0,44.0,152.0,73.0,2,0,0,0,1,1,1,0,0,0,1,0,0,19.04432132963989,Normal
1,37.0,154.0,50.0,3,1,1,1,1,1,1,0,0,1,1,1,1,15.60128183504807,Kurus
0,43.7,147.0,60.0,2,1,2,1,1,2,1,0,0,0,1,0,0,20.223055208477952,Normal
0,38.1,149.0,57.0,2,1,1,1,1,2,1,0,0,1,1,0,0,17.16138912661592,Kurus
0,45.2,160.0,60.0,3,1,1,1,1,1,1,0,0,1,1,2,1,17.656249999999996,Kurus
0,43.9,153.0,60.0,3,1,2,1,1,1,1,0,1,1,0,2,1,18.753470887265582,Normal
0,63.5,159.0,76.0,3,1,1,1,2,1,1,1,1,1,1,1,1,25.117677307068547,Gemuk
0,51.1,151.0,66.0,2,0,1,1,2,1,1,0,0,1,1,1,0,22.41129775009868,Normal
1,53.0,162.0,70.0,3,1,1,1,1,1,0,0,0,1,1,1,1,20.195092211553114,Normal
1,41.8,156.0,68.0,3,1,1,1,1,2,2,0,0,1,1,0,0,17.17619986850756,Kurus
0,41.1,163.8,58.0,2,1,1,1,2,1,0,0,0,1,1,1,1,15.318421911828505,Kurus
0,47.5,155.0,65.0,1,1,1,1,1,1,0,0,0,2,1,1,1,19.771071800208116,Normal
0,62.0,160.0,74.0,2,1,1,1,1,1,0,0,0,1,1,1,1,24.218749999999996,Normal
1,57.5,165.0,73.0,4,1,2,2,1,2,1,1,0,1,1,1,1,21.12029384756658,Normal
1,50.5,165.0,75.0,3,1,1,1,1,1,0,0,0,1,1,1,2,18.549127640036733,Normal
0,48.7,158.0,69.0,3,0,2,1,1,1,1,0,0,0,1,0,0,19.508091651978848,Normal
0,38.7,158.0,55.0,3,1,1,1,2,1,1,0,0,1,1,1,0,15.502323345617688,Kurus
1,51.3,165.0,72.0,3,1,2,1,1,1,1,0,0,2,1,1,2,18.84297520661157,Normal
0,40.1,150.0,52.0,3,1,1,1,1,1,1,0,0,1,1,1,0,17.822222222222223,Kurus
0,48.2,152.0,54.0,2,1,1,1,1,1,1,0,1,1,1,1,1,20.862188365650972,Normal
0,45.3,157.0,50.0,3,1,1,2,2,1,1,0,0,1,1,1,1,18.37802750618686,Kurus
0,53.9,165.8,57.0,2,1,2,1,0,0,0,0,0,1,1,1,1,19.607386637293175,Normal
0,59.0,160.0,52.0,2,1,2,1,1,2,1,0,0,0,0,1,1,23.046874999999996,Normal
0,44.8,156.0,66.0,3,1,1,1,2,1,2,0,0,0,1,1,0,18.40894148586456,Kurus
1,51.5,168.0,69.0,2,1,1,1,1,2,2,0,0,1,1,1,2,18.246882086167805,Kurus
0,48.8,150.0,62.0,3,1,2,2,2,1,2,0,0,1,1,1,1,21.688888888888886,Normal
1,45.2,159.0,72.0,3,1,1,1,1,2,2,1,0,1,1,0,0,17.87903959495273,Kurus
0,50.7,151.5,62.0,3,1,1,2,1,2,0,0,0,2,0,2,2,22.089337646635954,Normal
0,62.1,159.0,73.0,2,1,1,1,1,1,1,0,0,1,1,1,1,24.56390174439302,Normal
1,44.5,160.0,69.0,2,0,1,1,2,1,1,0,0,0,1,1,2,17.382812499999996,Kurus
0,41.7,157.0,59.0,2,0,1,1,1,2,1,0,0,0,1,1,1,16.91752200900645,Kurus
0,48.1,155.0,66.0,3,1,1,1,1,1,0,0,0,1,1,0,2,20.020811654526533,Normal
0,44.4,157.0,65.0,3,1,1,1,1,0,1,0,0,1,1,0,1,18.01290113189176,Kurus
0,43.9,156.0,58.0,3,1,0,2,1,1,1,0,0,1,1,0,2,18.03911900065746,Kurus
0,43.2,160.0,59.0,2,1,1,1,1,0,1,0,0,1,1,0,1,16.874999999999996,Kurus
1,66.0,181.0,86.0,3,1,1,1,2,2,1,0,0,1,1,1,1,20.1459051921492,Normal
0,38.4,152.0,58.0,3,1,1,1,1,2,1,0,0,1,1,0,1,16.620498614958446,Kurus
1,59.0,166.0,76.0,3,1,1,1,1,2,1,0,0,1,1,0,1,21.410944984758313,Normal
0,52.1,155.0,69.0,3,1,2,1,1,1,1,0,0,1,1,1,0,21.68574401664932,Normal
1,36.8,157.0,67.0,3,1,2,2,1,1,1,0,0,1,1,1,2,14.929611748955331,Kurus
0,52.5,160.5,66.0,3,1,1,1,1,1,1,0,0,1,1,0,1,20.380236993041606,Normal
1,58.6,177.5,54.0,3,1,1,1,1,2,1,0,0,1,1,1,2,18.599484229319582,Normal
1,50.0,164.0,28.0,2,1,1,0,2,1,0,0,0,1,1,0,0,18.590124925639504,Normal
1,91.2,168.0,96.0,2,1,1,1,2,1,0,0,0,2,1,0,0,32.312925170068034,Obesitas
1,47.0,170.0,68.0,2,1,1,1,1,2,1,0,0,1,1,0,1,16.262975778546714,Kurus
1,54.3,167.0,70.0,3,1,1,1,1,2,2,0,0,1,0,0,0,19.470041952024093,Normal
0,69.0,150.0,82.0,2,1,1,1,1,1,1,0,0,0,1,1,1,30.666666666666668,Obesitas
1,58.6,170.0,63.0,3,1,1,1,1,1,2,1,0,2,0,1,0,20.276816608996544,Normal
0,35.6,154.0,64.0,3,1,1,1,1,1,1,0,0,1,0,1,1,15.010963062911117,Kurus
1,52.9,169.0,62.0,4,1,1,1,1,2,1,0,1,1,1,0,1,18.521760442561536,Normal
0,41.0,153.0,56.0,3,0,2,1,1,1,1,0,0,2,1,1,1,17.51463112478107,Kurus
0,54.7,152.0,74.0,2,1,1,1,1,2,1,1,1,0,1,0,0,23.6755540166205,Normal
0,54.8,150.0,72.0,2,1,1,1,1,1,1,0,0,0,1,1,1,24.355555555555554,Normal
1,63.1,162.0,73.0,3,1,1,1,1,1,0,0,0,1,1,1,2,24.043590916018896,Normal
0,51.0,153.0,59.0,3,1,1,1,1,1,1,0,0,2,1,1,1,21.78649237472767,Normal
0,41.0,154.0,59.0,2,1,1,1,1,1,1,0,0,1,1,0,2,17.28790689829651,Kurus
0,55.8,156.0,65.0,2,1,1,1,1,2,1,0,0,2,1,0,0,22.928994082840234,Normal
1,45.5,145.0,63.0,2,1,1,1,1,1,2,0,0,1,1,0,1,21.64090368608799,Normal
1,57.8,166.0,68.0,2,1,1,2,1,2,1,0,0,1,1,1,1,20.975468137610683,Normal
0,38.5,147.0,53.0,2,1,1,2,2,1,1,0,0,0,1,0,1,17.816650469711696,Kurus
1,39.0,162.0,65.0,2,1,1,1,1,1,2,0,0,1,1,0,1,14.860539551897574,Kurus
1,47.5,152.0,62.0,2,1,1,1,1,1,0,0,0,2,0,1,1,20.55921052631579,Normal
0,62.0,160.0,78.0,2,0,1,2,1,1,0,0,0,1,1,1,1,24.218749999999996,Normal
1,62.2,177.0,78.0,3,1,0,1,2,1,0,0,0,2,1,1,2,19.853809569408536,Normal
0,35.0,148.0,59.0,3,1,1,1,2,1,1,0,0,1,1,1,1,15.97881665449233,Kurus
1,41.0,161.0,69.0,3,1,1,1,1,1,1,1,0,1,1,1,1,15.817290999575631,Kurus
1,49.0,165.0,60.0,3,1,1,1,1,2,1,0,0,0,1,1,2,17.99816345270891,Kurus
1,49.0,163.0,76.0,3,1,2,1,1,1,1,0,0,1,1,1,1,18.442545824080696,Kurus
0,36.15,147.0,56.0,3,1,1,1,1,1,1,0,0,1,1,0,1,16.729140635846175,Kurus
0,43.0,154.0,63.0,2,1,2,2,1,1,1,0,0,1,1,0,1,18.13121942992073,Kurus
1,51.6,164.0,72.0,3,1,1,1,1,1,1,0,0,2,1,0,1,19.185008923259968,Normal
1,70.0,175.0,75.0,3,1,2,1,1,1,1,1,0,1,1,1,1,22.857142857142858,Normal
1,56.1,164.0,75.0,2,1,2,1,1,1,1,0,0,2,1,1,2,20.858120166567524,Normal
1,45.0,155.0,70.0,3,1,1,1,1,1,1,1,0,1,1,1,1,18.730489073881373,Normal
0,50.0,146.0,69.0,2,1,1,1,2,2,1,1,1,1,0,0,0,23.45655845374367,Normal
1,61.0,174.0,73.0,3,1,1,1,2,2,1,0,1,1,1,1,2,20.147971991015986,Normal
0,60.0,158.0,75.0,2,1,1,2,1,1,1,1,1,0,1,0,1,24.034609838166958,Normal
0,54.3,164.0,68.0,3,1,1,1,1,2,1,0,0,2,1,1,0,20.1888756692445,Normal
0,49.8,160.0,71.0,2,1,1,2,1,1,2,0,1,2,1,1,1,19.453124999999996,Normal
1,72.0,156.0,91.0,3,1,1,1,0,1,1,0,0,1,0,0,0,29.585798816568044,Gemuk
0,46.6,151.0,68.0,1,1,1,2,2,1,1,0,0,0,1,0,0,20.437700100872767,Normal
0,52.0,146.0,84.0,3,1,1,1,2,1,1,0,0,1,0,0,1,24.394820791893416,Normal
0,43.0,149.0,64.0,3,1,2,2,1,1,1,0,0,1,0,1,2,19.3684969145534,Normal
1,64.1,161.0,80.0,2,1,1,1,1,1,1,0,0,1,1,1,2,24.728984221287753,Normal
0,48.5,148.0,73.0,1,1,1,1,2,1,1,0,0,1,1,0,1,22.142074506939373,Normal
1,57.0,163.0,73.0,3,1,1,1,1,2,1,0,0,1,1,1,2,21.453573713726524,Normal
0,52.0,160.0,77.0,2,0,1,1,1,1,0,0,0,2,1,0,2,20.312499999999996,Normal
1,65.0,163.0,85.0,3,1,2,1,2,1,1,1,1,1,1,1,2,24.46460160337235,Normal
1,58.7,166.0,65.0,3,1,2,1,1,2,1,0,0,1,1,1,1,21.302075772971406,Normal
1,39.0,158.0,67.0,2,1,1,1,1,1,1,0,0,0,1,1,0,15.622496394808522,Kurus
1,47.0,158.4,60.0,3,1,1,1,2,1,1,0,0,1,1,1,0,18.732144679114374,Normal
1,36.0,155.0,63.0,2,1,2,2,0,1,1,1,1,1,1,1,0,14.984391259105097,Kurus
0,53.0,146.0,77.0,2,1,1,1,1,1,1,0,0,2,0,1,0,24.86395196096829,Normal
0,47.6,162.3,60.0,2,1,1,1,1,2,1,0,0,1,1,1,2,18.07048933442515,Kurus
0,41.0,159.0,69.0,2,1,1,2,0,1,1,0,0,0,1,0,0,16.21771290692615,Kurus
1,43.8,151.8,56.0,3,1,1,1,2,1,1,0,0,1,1,1,1,19.00774370270847,Normal
1,58.3,157.0,78.0,3,1,1,1,0,1,1,0,0,0,0,1,1,23.65207513489391,Normal
0,42.0,149.5,65.0,4,1,1,1,1,1,1,0,0,1,1,1,0,18.791736110334334,Normal
0,49.8,147.5,71.0,3,1,1,1,1,1,1,1,1,2,1,1,1,22.889974145360526,Normal
0,51.6,143.0,76.0,3,1,1,1,1,2,1,0,0,0,1,0,0,25.233507750990274,Gemuk
0,55.2,158.0,68.0,1,1,1,1,1,2,1,0,0,2,1,1,1,22.1118410511136,Normal
1,47.0,158.0,65.0,2,1,1,1,2,2,2,0,0,1,1,0,2,18.82711103989745,Normal
0,45.0,145.5,69.0,2,1,1,1,2,1,1,0,0,0,1,1,2,21.256244021681365,Normal
1,56.3,173.6,62.0,3,1,1,2,2,1,1,0,0,2,1,2,1,18.681379940113402,Normal
1,48.0,157.0,60.0,2,1,1,2,1,1,2,0,0,0,1,1,1,19.473406629072173,Normal
1,62.8,170.5,64.0,3,1,2,2,1,1,0,0,0,1,1,1,2,21.602841392832875,Normal
1,45.0,170.0,51.0,2,1,1,1,2,1,1,0,0,1,1,0,1,15.570934256055365,Kurus
0,48.1,160.0,54.0,3,1,1,1,1,1,2,0,0,1,1,1,2,18.789062499999996,Normal
0,77.0,160.0,75.0,3,1,2,2,2,0,0,0,0,1,1,1,0,30.078124999999993,Obesitas
1,39.5,156.5,61.0,4,1,1,1,1,1,1,0,0,2,1,1,2,16.127550551705134,Kurus
1,56.9,171.5,72.0,3,1,2,2,1,2,2,0,0,1,0,1,1,19.34568079626686,Normal
0,55.0,161.0,62.0,1,1,1,1,1,1,1,0,0,1,1,0,0,21.218317194552675,Normal
0,52.5,158.0,56.0,2,1,1,1,2,1,2,0,0,1,1,1,2,21.030283608396086,Normal
1,47.7,170.0,52.0,4,1,1,2,1,1,2,0,0,2,0,1,1,16.505190311418687,Kurus
0,46.7,152.0,55.0,3,1,2,2,1,1,2,1,1,1,0,1,0,20.212950138504155,Normal
0,67.0,157.0,73.0,2,1,1,1,1,2,0,0,0,0,0,0,1,27.18163008641324,Gemuk
0,36.0,151.0,68.0,3,1,1,1,1,1,2,0,0,0,1,0,0,15.788781193807289,Kurus
0,46.0,160.1,55.0,2,1,2,2,1,1,1,1,0,1,1,0,0,17.946310102094998,Kurus
0,42.5,157.0,60.0,2,1,1,1,1,2,1,1,0,1,1,0,1,17.242078786157652,Kurus
0,52.0,152.0,67.0,2,1,1,2,0,1,0,0,0,0,1,1,1,22.506925207756233,Normal
0,38.3,151.0,60.0,3,1,1,1,2,1,1,0,0,1,1,1,2,16.79750888118942,Kurus
0,41.0,152.0,64.0,3,1,1,1,1,1,1,0,0,1,1,2,2,17.74584487534626,Kurus
1,51.4,163.0,69.0,3,1,1,1,1,1,2,0,1,2,1,1,2,19.345854190974446,Normal
0,58.0,163.0,62.0,2,1,1,2,1,1,1,0,0,1,1,1,1,21.829952199932254,Normal
1,53.9,161.0,70.0,2,1,1,1,1,1,1,0,1,1,1,1,2,20.793950850661624,Normal
0,32.9,148.5,58.0,3,1,1,1,1,1,1,0,0,2,1,1,2,14.919112562210202,Kurus
1,44.9,164.5,59.0,3,1,1,1,1,2,1,0,0,0,1,0,1,16.59260354209588,Kurus
0,51.4,162.0,74.0,3,1,1,2,1,2,1,0,1,1,0,0,1,19.585429050449623,Normal
0,41.5,154.0,58.0,3,1,2,1,1,1,1,0,0,0,1,2,2,17.498735031202564,Kurus
0,45.0,155.0,68.0,2,0,2,2,1,2,1,0,0,1,1,0,1,18.730489073881373,Normal
1,48.8,164.5,63.0,3,1,1,1,2,1,0,0,0,1,1,1,1,18.033831912122025,Kurus
0,67.0,154.0,67.0,2,1,1,1,0,2,1,0,0,1,0,0,1,28.25096980941137,Gemuk
0,52.1,152.0,68.0,2,0,1,1,1,2,2,0,0,0,1,0,0,22.550207756232687,Normal
0,40.7,155.1,49.0,2,1,1,1,1,2,1,0,0,2,1,1,1,16.91884896955065,Kurus
0,43.9,154.5,59.0,3,1,2,2,1,1,1,0,0,2,1,1,2,18.391093515987475,Kurus
0,40.9,161.0,61.0,2,1,1,1,1,2,2,1,1,0,1,0,0,15.77871224104008,Kurus
0,40.0,156.5,56.0,2,1,1,2,2,1,1,0,0,1,1,0,0,16.33169676122039,Kurus
1,49.5,161.0,63.0,2,1,1,2,2,1,2,0,0,1,1,1,1,19.09648547509741,Normal
0,41.3,155.0,66.0,4,0,2,1,1,1,2,0,1,0,1,1,1,17.190426638917792,Kurus
1,49.5,162.5,61.0,2,1,1,1,2,1,2,0,0,2,0,2,2,18.745562130177515,Normal
0,39.1,156.5,59.0,3,1,2,1,1,1,1,0,0,1,1,1,1,15.964233584092929,Kurus
0,41.6,156.0,61.0,2,1,2,2,1,1,2,0,0,1,1,0,0,17.094017094017094,Kurus
1,39.9,159.0,63.0,3,1,1,1,1,1,1,0,0,0,1,1,1,15.78260353625252,Kurus
1,54.4,175.5,6.0,2,1,1,2,0,2,1,0,0,1,0,0,0,17.662194300370942,Kurus
0,38.8,150.0,56.0,3,1,0,1,1,2,1,0,0,1,1,1,0,17.244444444444444,Kurus
0,42.7,153.0,60.0,3,1,1,1,1,2,2,0,0,1,1,1,1,18.24084753727199,Kurus
0,48.7,148.0,64.0,3,0,1,2,1,2,1,0,0,0,0,1,1,22.23338203067933,Normal
0,43.0,154.0,57.0,4,1,1,1,1,1,1,0,0,1,0,0,1,18.13121942992073,Kurus
0,48.0,160.0,68.0,2,1,1,2,1,1,0,0,0,0,1,1,1,18.749999999999996,Normal
0,47.0,157.0,61.0,3,1,1,1,1,1,1,0,0,1,1,1,1,19.067710657633167,Normal
0,45.7,143.0,70.0,2,0,1,1,1,2,2,0,0,0,1,0,2,22.348281089539835,Normal
0,53.8,153.5,70.0,3,1,1,1,1,1,0,0,0,1,0,1,1,22.833133508047833,Normal
1,48.8,166.0,61.0,2,1,1,1,1,1,1,0,0,2,1,1,2,17.709391784003483,Kurus
1,71.0,164.0,81.0,2,0,1,1,1,1,2,0,0,1,0,0,0,26.397977394408095,Gemuk
0,40.0,155.0,58.0,3,1,1,1,1,1,0,0,0,1,0,1,2,16.649323621227886,Kurus
0,41.0,153.0,57.0,2,1,2,1,1,1,2,0,1,1,1,0,1,17.51463112478107,Kurus
1,46.7,156.0,65.0,2,1,2,1,1,1,1,0,0,2,1,2,2,19.189677843523995,Normal
0,45.0,155.0,64.0,2,1,1,1,1,1,1,0,0,1,1,0,1,18.730489073881373,Normal
1,48.0,164.0,63.0,3,1,1,1,1,1,1,0,0,1,1,2,2,17.846519928613922,Kurus
0,46.7,163.0,58.0,3,1,1,1,1,1,1,0,0,2,1,0,1,17.576875305807523,Kurus
1,60.0,167.0,73.0,2,1,1,2,2,2,2,0,0,0,1,1,2,21.513858510523864,Normal
0,54.2,152.0,70.0,2,1,1,1,1,2,1,0,0,1,1,1,1,23.459141274238227,Normal
0,41.3,152.0,64.0,2,1,1,1,2,1,1,1,0,0,1,0,0,17.875692520775623,Kurus
1,62.1,175.0,75.0,3,1,1,1,1,1,1,0,0,1,1,1,1,20.277551020408165,Normal
0,45.0,150.0,64.0,2,1,1,1,1,2,2,0,0,1,1,0,1,20.0,Normal
0,58.6,156.0,77.0,1,1,1,1,1,1,1,0,0,1,0,0,1,24.07955292570677,Normal
0,78.0,152.0,84.0,3,1,1,1,2,1,1,0,0,1,1,0,0,33.76038781163435,Obesitas
0,41.0,148.0,65.0,2,1,1,1,1,1,1,0,0,0,1,0,1,18.718042366691016,Normal
0,38.2,145.0,51.4,4,1,1,1,2,1,1,0,0,1,1,1,0,18.16884661117717,Kurus
1,43.0,159.0,53.0,3,1,1,1,2,1,1,0,0,1,1,1,1,17.008820853605474,Kurus
1,58.0,156.0,71.0,4,0,1,1,1,1,1,0,1,1,1,1,1,23.83300460223537,Normal
0,50.0,155.0,59.0,2,1,1,2,1,2,1,0,0,1,1,1,1,20.811654526534856,Normal
0,90.0,158.0,116.0,2,1,1,0,1,1,0,0,0,2,1,0,0,36.05191475725044,Obesitas
1,52.2,164.0,72.0,2,0,1,1,1,1,1,0,1,0,1,0,1,19.408090422367643,Normal
1,46.0,175.0,67.0,3,1,1,2,1,1,1,0,0,1,1,0,0,15.020408163265307,Kurus
0,50.0,155.0,73.0,2,0,1,1,1,1,2,1,1,0,0,0,1,20.811654526534856,Normal
1,51.0,166.0,65.0,3,1,2,1,2,1,1,0,0,1,1,1,2,18.507766003774133,Normal
0,46.1,155.0,66.0,3,1,1,2,1,1,1,0,0,2,1,0,2,19.188345473465137,Normal
0,47.0,154.0,68.0,2,1,1,1,1,2,2,0,0,0,1,0,1,19.81784449316917,Normal
0,47.1,155.0,65.0,2,1,1,1,1,1,1,0,0,1,1,0,1,19.604578563995837,Normal
0,36.0,151.5,60.0,3,1,1,1,1,1,2,0,0,0,1,1,1,15.684736790510735,Kurus
1,54.0,165.0,73.0,3,1,1,2,1,1,1,0,0,2,1,1,0,19.834710743801654,Normal
0,49.3,151.0,71.0,2,1,1,1,1,2,1,0,0,1,0,0,0,21.621858690408313,Normal
0,45.0,154.0,65.0,3,1,2,1,2,1,1,0,0,1,1,1,1,18.974531961544947,Normal
1,48.9,160.0,70.0,2,0,2,2,1,1,1,0,0,1,1,0,1,19.101562499999996,Normal
0,42.0,153.0,60.0,3,1,1,1,1,2,1,0,0,1,1,0,2,17.941817249775728,Kurus
1,49.0,181.0,66.0,2,1,1,2,1,1,1,0,0,1,1,0,1,14.956808400231983,Kurus
1,53.4,169.0,68.0,2,1,1,1,1,1,0,0,0,1,1,1,1,18.696824340884426,Normal
1,47.5,168.0,68.0,2,1,1,2,1,1,2,0,0,0,1,1,0,16.8296485260771,Kurus
1,61.0,173.0,77.0,3,1,1,2,1,2,2,0,0,1,1,1,1,20.381569714992146,Normal
0,39.0,144.0,66.0,2,1,1,1,2,1,0,0,0,1,1,1,1,18.80787037037037,Normal
1,91.4,164.0,133.0,2,0,1,1,1,1,2,0,0,1,1,1,1,33.98274836406902,Obesitas
1,55.5,166.0,72.0,3,1,2,2,2,1,1,0,0,1,1,1,1,20.140804180577735,Normal
0,54.0,146.0,70.0,2,0,1,1,1,1,1,0,0,1,1,1,1,25.333083130043164,Gemuk
0,44.5,157.0,60.0,1,0,1,1,1,1,1,0,0,1,1,1,1,18.05347072903566,Kurus
0,67.0,157.0,80.0,2,1,1,1,1,1,1,0,0,1,1,0,1,27.18163008641324,Gemuk
0,43.5,146.0,54.0,2,0,1,1,1,2,1,0,0,1,1,0,1,20.40720585475699,Normal
0,35.5,148.0,46.0,2,1,1,1,1,1,1,0,0,0,1,1,1,16.207085463842223,Kurus
0,68.0,152.0,68.0,2,1,1,1,1,1,2,0,0,0,0,0,1,29.43213296398892,Gemuk
0,48.0,142.0,60.0,3,1,1,1,1,2,1,0,0,0,0,1,1,23.804800634794685,Normal
1,42.9,158.0,56.0,3,1,1,1,1,1,2,0,0,1,0,0,0,17.184746034289372,Kurus
0,44.0,152.0,63.0,2,1,1,2,1,1,1,0,0,0,1,1,2,19.04432132963989,Normal
0,59.6,150.0,77.0,2,0,1,1,1,1,1,0,0,0,1,1,1,26.48888888888889,Gemuk
0,43.3,150.0,60.0,2,1,1,1,1,2,1,0,0,1,0,0,1,19.244444444444444,Normal
1,42.6,165.0,60.0,3,1,1,1,1,1,1,0,0,1,1,1,1,15.647382920110195,Kurus
0,57.2,157.5,72.0,2,1,2,1,1,1,1,0,0,2,1,1,1,23.05870496346687,Normal
0,39.4,153.0,61.0,2,1,1,1,1,2,2,0,0,0,0,0,1,16.83113332478961,Kurus
1,69.1,164.0,72.0,2,1,1,1,1,1,0,0,0,2,1,1,2,25.69155264723379,Gemuk
1,55.1,160.0,72.0,2,1,1,2,1,2,2,0,0,1,1,1,1,21.523437499999996,Normal
0,43.3,146.0,66.0,2,1,1,1,1,1,2,0,0,1,1,1,2,20.313379620942015,Normal
1,57.6,169.0,70.0,3,1,1,1,2,1,1,0,0,1,1,1,1,20.167361086796685,Normal
0,41.7,149.0,66.0,2,1,1,1,1,2,1,0,0,0,1,0,2,18.78293770550876,Normal
0,57.3,163.0,74.0,2,1,1,1,1,1,1,0,0,1,1,1,1,21.566487259588243,Normal
0,50.3,162.0,65.0,2,1,1,1,2,1,1,0,0,1,1,1,0,19.166285627190973,Normal
0,43.7,153.0,66.0,2,1,1,1,1,2,2,0,0,0,1,0,1,18.66803366226665,Normal
0,48.0,148.0,66.0,1,0,0,1,0,2,1,1,1,1,1,0,0,21.91380569758948,Normal
0,37.2,145.0,50.0,3,1,1,1,1,1,1,0,0,1,0,1,1,17.693222354340072,Kurus
0,72.0,163.0,80.0,2,1,1,1,1,1,1,0,0,1,1,0,1,27.09925100681245,Gemuk
1,48.0,161.0,61.0,2,1,1,1,1,1,2,0,0,2,1,0,0,18.517804097064154,Normal
1,59.0,160.0,70.0,2,1,1,1,1,1,1,0,0,1,1,1,1,23.046874999999996,Normal
1,49.5,170.0,62.0,3,1,1,1,1,1,0,1,0,1,1,1,2,17.128027681660903,Kurus
0,45.0,148.0,65.0,3,1,1,1,1,1,1,0,0,1,0,0,0,20.54419284149014,Normal
0,46.3,153.0,63.0,2,1,2,2,1,2,1,0,0,1,1,0,0,19.778717587252764,Normal
0,47.3,147.0,65.0,2,1,1,1,1,1,1,1,1,0,0,2,2,21.889027719931512,Normal
1,51.9,170.0,74.0,4,1,1,2,1,1,2,0,1,0,0,0,1,17.95847750865052,Kurus
1,50.8,163.0,74.0,2,0,1,2,1,1,2,0,0,0,0,1,1,19.120027099251008,Normal
0,36.6,151.0,62.0,3,1,1,2,1,1,0,0,0,2,1,1,1,16.051927547037412,Kurus
0,54.0,146.0,72.0,2,1,1,1,1,2,1,0,0,1,1,0,1,25.333083130043164,Gemuk
0,61.0,150.0,73.0,4,1,2,2,2,1,1,1,1,2,1,1,2,27.11111111111111,Gemuk
