jenis_kelamin,berat_kg,tinggi_cm,lingkar_perut_cm,frekuensi_makan,sarapan,konsumsi_sayur_buah,konsumsi_daging,konsumsi_susu,fast_food,minuman_bersoda,nafsu_makan_rumah,nafsu_makan_sekolah,air_minum,lama_tidur,olahraga,aktivitas_fisik,BMI,status_gizi
0,63.0,165.0,76.0,3,1,1,1,1,1,1,0,0,1,1,0,0,23.140495867768596,Normal
0,40.9,143.0,64.0,2,1,1,1,1,1,1,0,1,0,1,0,0,20.000978042936087,Normal
0,50.2,158.0,64.0,4,1,1,2,1,2,1,0,0,1,1,0,2,20.108956897933023,Normal
0,54.5,169.0,67.0,2,1,2,2,1,1,2,0,0,0,1,0,1,19.081964917194778,Normal
0,79.0,161.0,85.0,3,1,1,1,1,1,0,0,0,2,1,1,1,30.477219243084754,Obesitas
0,50.0,160.0,67.0,3,1,1,1,1,1,1,1,0,0,1,1,2,19.531249999999996,Normal
1,53.5,168.0,63.0,4,1,1,1,2,1,1,0,0,1,1,2,2,18.955498866213155,Normal
1,57.0,171.0,67.5,3,1,1,2,1,1,1,0,0,2,1,1,2,19.493177387914233,Normal
0,38.0,145.0,63.0,2,1,1,1,1,1,1,0,0,1,1,1,1,18.07372175980975,Kurus
0,44.4,168.5,64.5,4,1,2,2,2,1,1,0,0,2,1,2,2,15.638070248043038,Kurus
0,40.7,155.0,64.0,2,1,1,1,1,1,0,0,1,0,1,0,1,16.940686784599375,Kurus
0,50.0,151.0,70.0,3,1,1,1,1,1,1,0,0,1,1,0,2,21.928862769176792,Normal
0,49.0,160.0,70.0,2,1,1,2,2,1,1,0,1,1,1,1,1,19.140624999999996,Normal
1,50.6,167.5,65.0,2,1,1,2,2,1,1,1,1,2,1,1,2,18.035197148585432,Kurus
1,83.0,172.0,88.5,2,1,1,1,2,1,1,0,0,1,1,1,2,28.055705786911847,Gemuk
0,55.0,156.0,70.0,2,1,1,1,2,2,1,0,0,1,0,1,1,22.600262984878366,Normal
1,43.0,164.0,59.0,2,1,1,1,1,1,2,0,0,0,1,2,2,15.987507436049974,Kurus
0,80.0,159.0,89.0,2,1,2,1,1,1,1,0,0,1,1,0,1,31.644317867172973,Obesitas
0,48.0,157.0,69.0,2,1,2,2,1,1,0,0,0,1,1,1,1,19.473406629072173,Normal
0,47.3,156.0,68.5,3,0,1,1,1,1,2,0,0,0,0,2,2,19.436226166995397,Normal
0,44.0,154.0,63.0,3,1,1,1,1,1,1,0,0,1,0,1,1,18.55287569573284,Normal
1,64.3,177.0,71.0,3,1,1,1,1,1,2,0,0,1,1,1,1,20.524115037185993,Normal
0,46.8,153.8,66.5,3,1,1,0,1,1,0,0,0,0,0,0,0,19.784869140846283,Normal
0,49.6,165.0,64.5,2,1,1,2,1,1,2,0,0,0,1,1,1,18.21854912764004,Kurus
0,60.0,160.0,82.0,2,1,1,1,2,1,1,1,1,1,1,1,1,23.437499999999996,Normal
0,55.0,160.0,77.0,2,1,1,1,2,1,1,0,0,0,1,1,1,21.484374999999996,Normal
1,46.0,159.0,65.0,3,1,1,1,1,1,2,0,0,1,1,1,2,18.19548277362446,Kurus
0,45.0,157.0,62.4,3,0,1,2,1,2,1,0,0,1,1,0,0,18.25631871475516,Kurus
1,61.0,169.5,65.0,4,1,1,1,2,1,1,0,0,1,1,1,0,21.23197674924513,Normal
1,88.0,170.0,93.0,2,0,1,2,1,1,1,0,0,2,1,2,2,30.449826989619382,Obesitas
0,79.0,146.0,88.0,2,1,2,1,1,1,0,0,1,1,0,0,0,37.061362356915,Obesitas
0,70.0,153.0,82.4,1,1,2,1,1,2,0,0,0,2,1,1,2,29.903028749626213,Gemuk
0,53.0,148.0,73.3,2,1,1,1,2,1,1,0,0,2,1,1,1,24.196493791088386,Normal
0,48.0,155.0,66.5,1,1,2,1,1,1,0,0,0,2,0,1,1,19.979188345473464,Normal
0,48.0,160.0,67.0,1,1,1,1,1,1,1,0,0,1,0,0,1,18.749999999999996,Normal
0,72.7,148.0,86.0,3,1,2,1,2,2,1,0,0,2,1,0,1,33.19028487947407,Obesitas
0,46.5,155.0,65.0,3,1,1,1,1,2,1,0,0,0,1,1,1,19.354838709677416,Normal
0,51.0,160.4,61.0,2,1,1,1,1,1,0,0,0,0,0,0,0,19.82263791891841,Normal
0,85.0,154.0,93.0,3,1,2,1,1,1,1,0,0,2,1,1,1,35.84078259402935,Obesitas
0,67.9,157.0,75.0,3,1,2,2,2,2,1,0,0,2,1,0,1,27.546756460708348,Gemuk
1,47.9,171.5,66.0,3,0,1,1,2,1,1,0,1,1,0,2,2,16.285731285433787,Kurus
0,48.5,158.0,67.0,3,1,1,1,1,1,2,1,1,2,1,1,2,19.427976285851624,Normal
0,48.1,160.0,71.0,3,1,1,1,2,1,1,0,0,0,1,0,1,18.789062499999996,Normal
0,49.0,167.0,70.0,2,1,2,2,2,1,0,0,0,2,1,1,1,17.569651116927822,Kurus
0,59.1,151.0,68.0,2,1,1,1,1,2,1,0,0,2,1,0,2,25.919915793166968,Gemuk
1,44.5,158.0,58.0,3,1,1,1,1,1,2,0,0,0,1,1,1,17.82566896330716,Kurus
1,48.0,160.0,72.0,2,1,1,1,2,1,1,0,0,1,1,1,1,18.749999999999996,Normal
0,47.1,155.0,59.0,3,1,2,1,1,1,1,0,0,1,1,1,1,19.604578563995837,Normal
0,48.5,152.0,66.0,2,0,1,2,1,1,2,0,0,1,0,2,2,20.992036011080334,Normal
1,91.0,172.0,85.0,3,1,2,2,1,1,2,0,0,2,1,1,1,30.75987020010817,Obesitas
0,44.2,166.1,61.0,2,1,1,1,1,1,2,0,0,1,1,0,1,16.020755940456432,Kurus
1,50.8,165.0,60.0,3,1,1,1,1,1,1,0,0,1,1,1,1,18.6593204775023,Normal
1,75.0,177.0,78.0,2,0,2,2,2,1,0,0,0,2,1,2,2,23.93948099205209,Normal
1,42.2,153.0,59.0,3,1,2,2,0,1,0,0,1,2,1,0,2,18.02725447477466,Kurus
0,48.3,163.0,64.0,2,1,1,1,1,1,2,0,1,0,0,1,0,18.179080883736685,Kurus
1,56.2,167.0,83.0,4,1,2,1,2,1,1,0,0,1,1,1,0,20.151314138190685,Normal
1,69.0,170.0,83.5,3,1,1,2,1,1,2,0,0,1,1,1,2,23.87543252595156,Normal
1,69.3,172.0,83.0,4,1,1,2,1,1,1,0,1,2,0,2,2,23.424824229313145,Normal
1,84.6,172.0,85.0,2,0,1,1,1,1,1,0,0,1,1,1,0,28.59653866955111,Gemuk
0,50.2,155.0,69.5,2,1,1,2,1,0,1,0,1,1,1,1,2,20.894901144640997,Normal
0,41.0,150.0,61.0,3,1,2,1,1,1,1,0,0,1,1,1,0,18.22222222222222,Kurus
1,50.1,161.0,81.0,3,0,1,1,1,2,2,0,0,1,1,1,1,19.32795802631071,Normal
0,39.8,144.0,36.6,1,0,2,1,2,1,1,0,1,1,1,1,0,19.193672839506174,Normal
1,59.3,162.0,68.0,3,1,1,1,2,1,1,0,0,1,1,1,1,22.595640908398103,Normal
1,75.5,170.0,72.0,4,1,2,2,2,2,0,1,1,2,1,2,2,26.124567474048447,Gemuk
1,66.3,182.0,82.0,3,1,2,1,1,1,0,0,0,1,1,1,1,20.015698587127158,Normal
1,76.0,163.0,79.0,2,1,1,1,1,1,1,0,0,1,1,0,0,28.604764951635367,Gemuk
1,63.3,170.7,76.5,2,1,1,2,1,1,1,0,0,1,1,1,2,21.723843617153808,Normal
0,40.0,163.0,64.0,2,1,1,1,1,2,2,0,0,0,1,1,2,15.05513944822914,Kurus
1,72.44,156.6,90.0,2,1,1,1,2,0,0,0,0,1,1,0,1,29.5389413282574,Gemuk
1,52.0,171.0,71.0,3,1,1,1,2,0,1,0,0,1,1,1,2,17.783249546869126,Kurus
1,39.69,158.2,67.0,3,1,1,2,2,1,0,0,0,0,1,1,1,15.858720338319369,Kurus
0,69.0,155.8,83.5,2,1,1,1,1,1,0,0,0,0,1,1,2,28.425897393221614,Gemuk
0,44.6,152.1,69.0,3,1,1,2,1,1,0,0,0,0,1,0,2,19.27864164247111,Normal
0,43.2,150.4,65.4,3,0,1,1,1,1,0,0,0,1,1,1,1,19.098008148483476,Normal
0,49.0,152.0,68.0,4,1,2,1,2,1,1,1,1,2,1,1,2,21.208448753462605,Normal
0,46.3,160.8,63.2,3,1,2,1,2,2,1,0,0,0,1,0,1,17.906425583525156,Kurus
1,48.0,162.1,70.0,3,1,2,1,1,1,1,0,1,1,1,2,2,18.267335606348052,Kurus
1,46.1,165.6,63.7,2,1,1,1,1,1,1,0,0,2,1,1,2,16.810485658941868,Kurus
1,51.6,172.3,73.0,2,1,1,1,2,1,1,0,1,0,0,1,0,17.38117558052621,Kurus
1,47.3,157.5,66.8,3,1,0,2,1,2,2,0,1,0,0,0,0,19.067775258251448,Normal
0,36.0,148.0,59.8,3,1,2,1,2,1,1,0,0,1,1,1,1,16.43535427319211,Kurus
0,42.0,151.0,60.0,1,0,2,1,0,1,1,0,0,2,0,0,2,18.420244726108503,Kurus
0,70.0,157.0,79.0,2,1,1,1,1,1,1,0,0,1,1,0,1,28.398718000730252,Gemuk
1,51.0,164.6,73.0,3,1,1,2,2,1,1,0,0,1,1,1,2,18.82393932638349,Normal
0,47.0,153.0,69.0,2,1,2,2,2,1,1,0,0,1,1,0,1,20.07774787474903,Normal
0,51.5,150.7,73.0,2,0,1,1,1,2,1,0,0,0,0,1,2,22.67674541588491,Normal
0,59.0,150.0,78.0,2,1,2,2,1,1,1,0,1,1,1,1,0,26.22222222222222,Gemuk
0,41.0,155.0,62.5,3,1,1,2,1,1,2,0,1,0,1,2,2,17.065556711758582,Kurus
1,46.5,164.0,63.0,3,1,1,1,2,1,1,0,0,1,1,2,2,17.288816180844737,Kurus
0,42.4,146.0,59.0,2,1,1,1,1,1,1,0,0,1,1,1,1,19.89116156877463,Normal
0,54.6,147.0,67.0,2,1,1,1,1,1,1,0,0,2,1,1,1,25.26724975704568,Gemuk
0,52.0,149.0,80.0,2,0,1,1,1,2,1,0,0,0,1,0,0,23.422368361785505,Normal
0,50.3,153.0,64.0,2,1,1,1,1,1,1,0,0,1,1,1,1,21.487462087231407,Normal
0,49.0,150.0,83.0,3,1,1,1,1,1,0,0,0,1,1,1,2,21.77777777777778,Normal
0,52.5,159.0,64.0,3,1,1,1,1,1,1,0,0,2,1,1,1,20.766583600332265,Normal
0,34.2,157.6,64.0,3,1,1,1,2,1,1,0,1,1,1,1,0,13.769357623231729,Kurus
1,54.6,168.0,75.0,3,1,1,1,2,1,2,0,0,1,1,0,1,19.3452380952381,Normal
0,44.3,145.5,71.0,4,1,1,2,2,1,1,0,0,1,1,1,0,20.925591336899654,Normal
1,58.3,165.0,74.0,3,1,1,1,1,1,1,0,0,0,1,2,1,21.414141414141415,Normal
0,53.0,152.5,81.0,2,1,1,2,1,2,1,0,1,0,0,1,0,22.789572695511964,Normal
1,51.9,167.0,69.0,2,0,1,1,1,1,1,0,0,0,1,1,1,18.60948761160314,Normal
0,58.8,157.4,77.2,3,1,1,1,1,1,1,0,0,1,1,1,1,23.733832335812735,Normal
1,80.0,167.0,95.0,3,1,2,2,2,1,2,0,0,1,0,1,1,28.685144680698485,Gemuk
0,48.6,152.0,78.7,3,1,1,1,1,2,0,0,0,1,0,0,1,21.03531855955679,Normal
0,39.2,150.0,51.0,2,1,1,1,1,1,1,0,0,1,0,1,1,17.422222222222224,Kurus
0,35.2,146.0,52.0,2,1,1,1,1,1,1,0,0,0,1,0,2,16.513417151435544,Kurus
0,48.3,155.0,85.0,2,1,1,1,1,2,1,0,0,1,1,1,1,20.10405827263267,Normal
1,52.6,165.0,73.0,3,1,2,1,1,1,1,0,0,1,1,0,2,19.320477502295688,Normal
1,49.0,166.0,69.0,3,1,1,1,2,1,1,0,1,1,1,1,2,17.78197125852809,Kurus
1,58.1,173.0,74.0,3,1,1,1,1,2,1,0,0,1,1,1,0,19.4126098432958,Normal
0,43.7,152.0,56.0,3,1,1,1,1,1,1,0,0,0,1,1,0,18.914473684210527,Normal
0,52.0,160.5,79.4,3,1,2,1,1,1,2,0,0,1,1,1,1,20.18613949786978,Normal
0,46.6,160.5,81.0,3,1,1,2,1,1,1,0,0,1,1,0,0,18.08988655001407,Kurus
0,51.0,158.0,61.0,3,1,1,2,1,1,1,0,1,0,1,2,2,20.429418362441915,Normal
1,62.8,161.0,77.0,3,1,1,1,2,1,1,0,1,1,1,2,2,24.2274603603256,Normal
1,62.6,169.0,78.0,3,1,2,2,2,2,2,0,0,2,0,1,1,21.918000070025563,Normal
0,50.5,155.3,81.2,3,1,1,1,1,1,1,0,1,1,1,1,0,20.938639834248896,Normal
0,43.6,150.0,61.0,3,1,1,2,2,2,1,0,1,2,1,2,2,19.37777777777778,Normal
0,61.9,152.9,93.0,2,1,2,1,2,1,1,0,0,1,1,0,0,26.477420834008807,Gemuk
0,42.7,158.0,54.0,3,1,1,1,2,1,2,0,0,1,1,0,1,17.10463066816215,Kurus
0,45.8,151.8,70.5,2,1,1,2,1,1,1,0,1,1,1,0,1,19.87567720511525,Normal
0,49.6,154.0,58.0,2,1,1,2,1,1,0,0,0,2,1,0,1,20.914150784280654,Normal
0,62.2,163.3,87.4,2,1,1,1,1,1,1,0,0,1,1,0,0,23.324804654761017,Normal
0,46.5,154.0,57.0,3,1,1,1,2,1,1,0,1,1,1,1,1,19.607016360263113,Normal
0,32.0,150.0,63.0,2,1,1,2,1,1,0,1,1,0,1,0,2,14.222222222222221,Kurus
0,44.4,150.0,58.0,2,1,1,1,2,1,1,0,0,1,1,1,1,19.733333333333334,Normal
0,47.6,146.5,75.6,3,1,2,1,1,1,1,0,1,1,1,1,2,22.17847616163263,Normal
0,57.9,159.0,65.0,2,1,1,1,1,1,1,0,0,0,1,1,1,22.902575056366437,Normal
0,45.1,156.0,55.0,3,1,2,1,1,0,1,0,1,1,0,1,0,18.53221564760026,Normal
0,44.6,153.0,78.8,3,1,1,1,2,2,1,0,0,0,0,0,0,19.052501174761844,Normal
1,46.5,162.0,69.0,2,1,1,1,1,1,1,1,1,1,0,1,1,17.718335619570183,Kurus
0,46.6,151.0,60.0,2,1,1,1,2,1,1,0,0,0,1,0,1,20.437700100872767,Normal
1,84.6,164.0,103.0,4,1,1,1,0,2,2,0,0,0,1,0,0,31.454491374182037,Obesitas
1,53.6,163.0,70.0,2,1,1,1,1,1,1,0,0,1,0,0,1,20.17388686062705,Normal
1,68.9,172.0,76.0,2,1,1,1,2,1,1,0,0,1,1,1,1,23.28961600865333,Normal
1,54.9,161.0,77.0,2,1,2,1,2,1,1,0,0,0,0,0,1,21.179738436017125,Normal
1,50.0,149.0,79.0,3,1,1,1,1,1,1,0,0,1,1,1,1,22.52150804017837,Normal
1,63.8,169.0,80.0,3,1,1,1,1,1,1,0,0,1,1,1,1,22.338153426000492,Normal
1,56.3,171.0,76.0,3,1,1,1,2,2,2,0,0,1,1,1,2,19.253787490167916,Normal
0,46.5,156.0,54.0,3,1,1,1,2,2,1,0,0,0,0,2,2,19.10749506903353,Normal
1,52.6,172.0,71.0,3,1,2,2,2,2,1,0,0,2,0,1,2,17.77988101676582,Kurus
0,49.0,157.0,64.0,2,0,1,1,1,1,2,1,0,2,1,1,1,19.879102600511175,Normal
0,60.0,158.9,67.0,3,1,1,1,1,1,2,0,1,1,1,2,1,23.76311971740898,Normal
1,90.0,181.0,89.0,3,1,2,2,2,1,1,0,0,1,1,1,1,27.471688898385274,Gemuk
1,62.8,178.8,70.0,4,1,1,1,1,1,1,0,0,2,1,2,2,19.643759790600022,Normal
0,54.05,155.0,68.0,3,1,2,1,2,1,1,0,0,0,1,1,0,22.49739854318418,Normal
0,45.0,153.6,59.0,3,1,1,1,1,1,1,0,0,1,1,0,1,19.073486328125,Normal
0,44.5,148.0,69.0,3,1,2,1,2,1,0,0,1,1,1,0,0,20.31592403214025,Normal
0,51.4,160.0,64.0,3,1,1,2,1,2,1,0,0,2,1,1,1,20.078124999999996,Normal
1,48.7,162.8,66.0,2,1,1,2,1,1,1,0,0,1,0,0,2,18.37469589312341,Kurus
0,48.0,150.0,65.0,2,1,1,1,0,1,0,0,0,0,1,0,0,21.333333333333332,Normal
1,75.0,173.0,78.0,2,1,1,1,2,2,1,0,0,1,0,1,1,25.05930702662969,Gemuk
0,41.3,151.0,57.0,2,1,1,1,1,1,1,1,1,1,1,1,1,18.113240647340028,Kurus
0,39.3,149.0,61.0,3,1,2,1,1,1,0,0,0,1,1,0,1,17.7019053195802,Kurus
1,55.4,163.2,72.0,2,1,1,1,1,1,1,0,0,1,1,2,2,20.80029315647828,Normal
0,42.5,157.0,61.0,3,1,2,1,1,1,1,0,0,0,1,1,2,17.242078786157652,Kurus
1,48.7,158.0,63.0,3,1,1,1,1,1,1,0,0,2,1,1,2,19.508091651978848,Normal
1,58.0,168.0,73.0,3,1,2,2,1,0,1,0,0,2,1,2,2,20.549886621315196,Normal
1,50.8,165.3,67.0,2,1,2,1,1,1,2,0,0,0,1,2,2,18.59165300655941,Normal
1,50.4,170.0,67.0,4,1,2,2,1,1,1,0,0,2,1,2,1,17.439446366782008,Kurus
1,61.0,170.0,70.0,3,1,1,1,1,1,1,0,1,1,1,1,2,21.107266435986162,Normal
1,58.8,167.0,75.0,2,0,1,2,1,1,2,0,1,1,1,1,2,21.083581340313383,Normal
1,49.8,162.0,64.0,2,1,1,1,1,1,1,0,0,0,1,1,0,18.975765889346132,Normal
1,52.3,160.0,60.0,3,1,2,2,1,1,1,0,0,1,1,0,0,20.429687499999996,Normal
1,55.3,166.0,63.0,3,1,1,2,2,1,1,1,0,1,1,1,1,20.06822470605313,Normal
1,52.3,166.0,68.0,2,0,1,1,1,1,1,0,1,0,0,0,1,18.97953258818406,Normal
0,40.0,145.7,55.0,2,1,1,1,1,1,1,0,0,1,1,1,0,18.84260255910807,Normal
1,48.2,162.0,60.0,2,1,1,1,1,1,1,0,0,0,1,1,2,18.366102728242645,Kurus
0,42.0,153.9,64.3,2,1,1,2,1,2,1,1,1,1,1,1,1,17.73258501824556,Kurus
0,59.0,159.0,78.0,3,1,1,1,2,1,1,0,1,1,1,1,1,23.337684427040067,Normal
0,46.1,149.4,61.0,3,1,1,1,1,1,1,1,1,2,1,1,2,20.653788738174477,Normal
0,40.4,144.8,69.8,2,1,2,2,2,1,1,1,0,0,1,0,0,19.268337352339667,Normal
0,63.0,156.0,81.0,2,0,1,2,1,1,1,0,0,1,1,1,1,25.88757396449704,Gemuk
0,43.8,155.5,65.4,3,1,1,1,1,1,1,0,0,1,1,0,2,18.113956638165448,Kurus
1,100.5,177.0,95.0,3,1,1,1,2,2,2,0,0,1,1,1,1,32.0789045293498,Obesitas
1,46.9,163.0,63.0,2,1,1,1,2,2,2,0,0,1,0,1,1,17.652151003048665,Kurus
1,80.7,173.0,83.0,2,0,2,2,1,1,2,0,0,1,0,1,1,26.963814360653547,Gemuk
0,47.7,157.5,60.0,2,1,1,1,1,1,1,1,1,0,1,1,1,19.22902494331066,Normal
1,53.1,176.0,69.0,3,1,2,2,1,1,0,0,0,1,1,2,2,17.142303719008265,Kurus
1,47.4,166.0,62.0,3,1,2,1,2,1,1,0,0,0,1,1,2,17.201335462331254,Kurus
1,47.4,168.0,57.0,2,1,1,1,1,1,1,0,0,1,0,1,1,16.79421768707483,Kurus
1,47.9,164.0,56.0,3,0,2,2,1,1,1,0,0,1,1,1,1,17.809339678762644,Kurus
0,30.5,146.5,51.0,3,1,1,1,1,2,0,0,0,0,1,0,0,14.210998380878051,Kurus
0,42.9,154.4,60.0,2,1,1,1,2,2,0,0,0,0,1,0,1,17.99544954226959,Kurus
1,68.4,169.0,32.0,2,1,2,2,2,1,0,0,1,1,1,2,1,23.948741290571064,Normal
1,53.3,161.4,64.0,4,1,1,2,2,1,1,0,0,2,1,2,2,20.460684008727842,Normal
0,53.0,153.9,62.0,2,1,1,2,2,2,1,0,0,0,1,0,2,22.376833475405114,Normal
0,50.0,140.9,72.0,2,0,1,1,1,1,1,0,0,2,1,1,1,25.18535159506387,Gemuk
0,45.1,143.5,61.0,2,1,1,2,1,1,0,0,0,1,1,1,1,21.90144350423096,Normal
1,55.1,168.4,64.0,3,1,1,1,1,1,1,0,0,1,1,1,1,19.42975948003001,Normal
1,51.0,174.0,59.0,3,1,1,2,1,2,1,0,0,2,1,1,1,16.84502576298058,Kurus
0,49.5,149.3,65.0,2,1,1,1,1,2,2,0,0,0,0,0,1,22.2067796625377,Normal
0,55.0,163.0,69.0,1,0,2,2,2,1,0,0,0,2,0,2,2,20.70081674131507,Normal
0,90.0,159.5,59.0,1,0,2,1,1,1,0,0,1,2,1,1,2,35.377010839123045,Obesitas
1,54.4,162.8,64.0,4,1,2,2,2,2,1,0,0,1,1,2,2,20.52532765063477,Normal
0,49.0,150.0,70.0,2,1,1,1,1,1,1,0,0,0,0,1,1,21.77777777777778,Normal
0,45.0,159.0,61.0,3,1,1,1,2,1,1,0,0,0,1,1,1,17.799928800284796,Kurus
0,43.1,154.0,62.0,2,1,1,1,1,1,1,0,0,1,1,0,1,18.173385056501942,Kurus
1,56.0,171.0,60.0,3,1,2,1,1,1,1,0,0,1,1,2,2,19.15119181970521,Normal
0,63.4,152.5,79.0,1,1,1,1,0,1,0,0,0,1,0,1,1,27.26148884708412,Gemuk
1,50.0,175.0,59.0,3,1,1,1,2,1,1,0,0,1,1,2,2,16.3265306122449,Kurus
1,54.0,173.0,64.0,3,1,1,1,1,2,2,0,0,1,1,0,1,18.042701059173375,Kurus
1,45.0,162.0,68.0,2,0,1,1,1,1,2,0,0,1,0,0,2,17.146776406035663,Kurus
1,48.0,166.0,64.0,3,1,1,1,2,1,0,0,0,0,1,1,2,17.419073885905068,Kurus
1,48.0,171.0,65.0,4,1,1,2,1,2,1,0,0,1,1,0,1,16.415307274033037,Kurus
1,45.0,164.0,62.0,2,1,2,1,2,2,1,0,1,2,1,1,0,16.731112433075552,Kurus
1,53.6,169.0,67.0,4,1,2,2,1,1,1,0,0,2,1,1,2,18.766849900213582,Normal
1,76.05,167.4,88.0,3,1,1,1,1,1,1,0,0,1,1,2,1,27.13865443660795,Gemuk
1,55.4,168.0,66.0,1,1,1,2,1,2,0,0,0,2,0,1,2,19.62868480725624,Normal
1,85.0,177.0,89.0,3,1,1,1,1,1,0,0,0,1,1,1,1,27.13141179099237,Gemuk
1,56.0,168.0,71.0,4,1,2,2,1,2,1,0,0,2,1,2,2,19.841269841269845,Normal
1,50.0,156.0,70.0,3,1,1,2,1,1,0,0,0,1,1,2,2,20.5456936226167,Normal
0,46.0,165.0,63.0,2,1,1,1,1,1,1,0,1,0,1,0,1,16.896235078053262,Kurus
0,45.4,154.0,63.0,2,1,1,1,2,1,1,1,1,0,1,0,1,19.143194467869794,Normal
0,76.0,170.0,78.0,1,1,1,1,1,2,2,0,1,2,1,0,1,26.29757785467128,Gemuk
0,53.7,157.0,71.0,2,1,1,1,1,1,1,0,1,0,1,0,0,21.785873666274494,Normal
0,51.1,160.0,72.4,3,0,1,1,1,1,1,0,1,0,0,1,1,19.960937499999996,Normal
0,38.9,151.8,67.0,3,1,1,1,1,1,0,0,0,1,1,0,1,16.88130662181186,Kurus
0,39.8,150.0,59.0,3,1,1,1,2,2,0,0,0,1,1,1,2,17.688888888888886,Kurus
0,48.655,158.2,73.0,3,1,1,1,1,1,1,0,0,1,1,1,1,19.44081728548574,Normal
0,46.0,161.0,62.0,1,1,1,1,1,2,2,0,0,0,1,0,0,17.746228926353147,Kurus
0,36.6,149.0,61.0,3,1,1,1,1,1,1,0,0,0,1,0,1,16.485743885410567,Kurus
1,60.1,168.0,70.0,3,1,1,1,2,1,2,0,1,1,1,1,1,21.293934240362816,Normal
1,51.0,160.0,61.0,2,1,1,1,1,1,0,0,0,1,1,1,2,19.921874999999996,Normal
0,45.0,153.0,66.0,3,1,2,1,1,1,1,0,0,1,1,1,1,19.223375624759708,Normal
0,45.3,145.0,68.0,3,1,2,1,1,1,1,0,0,0,1,1,2,21.54577883472057,Normal
1,49.4,164.0,62.0,3,1,1,1,1,2,0,0,1,1,1,1,2,18.36704342653183,Kurus
0,42.8,156.0,62.0,3,1,1,1,2,1,1,0,0,0,1,1,2,17.587113740959893,Kurus
0,47.2,149.0,63.0,3,1,1,1,1,1,1,0,0,1,1,1,0,21.260303589928384,Normal
0,40.5,148.0,59.0,3,1,1,2,1,2,0,0,1,1,1,1,1,18.489773557341127,Kurus
0,53.2,151.0,67.0,3,1,2,2,1,1,1,0,0,1,0,1,2,23.332309986404105,Normal
0,46.0,151.0,64.0,2,1,1,1,0,1,1,0,0,0,0,0,0,20.174553747642648,Normal
0,51.0,152.0,67.0,2,1,1,1,1,2,1,1,1,0,1,0,1,22.07409972299169,Normal
0,42.0,159.0,59.0,1,1,1,2,1,2,2,1,1,0,1,0,0,16.61326688026581,Kurus
0,70.0,159.0,84.0,3,1,2,2,1,1,0,0,0,1,1,1,2,27.688778133776353,Gemuk
0,41.0,149.0,59.0,2,1,1,1,1,2,1,0,0,1,1,1,1,18.467636592946263,Kurus
0,45.0,165.5,56.0,4,1,1,1,2,1,0,0,0,0,0,0,2,16.429203822528088,Kurus
0,44.0,151.0,63.0,2,1,1,1,1,1,1,0,0,1,1,0,2,19.297399236875574,Normal
1,60.0,164.0,75.0,2,1,1,1,1,1,0,0,0,1,0,1,2,22.308149910767405,Normal
0,64.7,164.0,71.0,3,1,2,1,1,1,1,0,0,0,0,1,2,24.055621653777518,Normal
1,50.6,158.5,70.0,4,1,1,2,2,2,0,0,0,1,1,2,1,20.141508025754064,Normal
0,41.0,156.0,56.0,3,1,1,1,1,1,1,0,0,1,1,1,0,16.847468770545692,Kurus
0,57.0,153.0,72.0,2,1,1,1,1,1,1,0,0,1,1,1,2,24.34960912469563,Normal
1,76.0,171.0,85.0,3,1,1,2,2,1,1,0,0,1,0,1,2,25.990903183885642,Gemuk
1,50.0,166.0,67.0,1,0,1,1,1,2,1,0,0,0,1,1,1,18.144868631151112,Kurus
0,37.0,150.0,30.0,3,1,1,1,1,1,0,0,1,0,1,0,1,16.444444444444443,Kurus
0,37.0,151.0,59.0,3,1,1,1,1,1,1,0,1,1,1,1,1,16.227358449190824,Kurus
0,50.0,151.0,67.0,3,1,1,1,2,1,1,0,0,0,1,1,2,21.928862769176792,Normal
0,98.0,167.0,111.0,3,0,1,1,0,1,0,0,0,0,1,1,1,35.139302233855645,Obesitas
0,45.0,150.0,60.0,3,1,2,2,1,1,1,0,0,1,1,0,1,20.0,Normal
0,48.6,155.0,66.0,3,1,1,2,1,2,2,0,0,0,1,0,0,20.22892819979188,Normal
0,51.0,160.0,70.0,3,1,2,1,1,1,1,0,0,2,1,1,0,19.921874999999996,Normal
1,45.0,162.0,58.0,3,0,1,1,1,1,1,0,0,0,0,0,0,17.146776406035663,Kurus
0,56.0,163.0,66.0,2,1,1,1,2,1,1,1,1,1,1,0,0,21.077195227520797,Normal
1,62.0,160.0,72.0,3,1,1,2,1,1,1,0,0,2,1,1,2,24.218749999999996,Normal
1,67.0,176.0,76.0,3,1,2,2,2,1,1,0,0,2,1,2,2,21.62964876033058,Normal
1,55.0,173.0,70.0,2,1,1,1,1,1,1,0,0,0,1,1,2,18.376825152861773,Kurus
1,49.0,162.0,74.0,4,1,1,2,2,1,1,0,0,1,1,2,2,18.670934308794386,Normal
1,52.0,160.0,69.0,4,1,2,1,2,1,1,0,1,1,1,1,1,20.312499999999996,Normal
0,44.0,155.0,60.0,2,1,1,1,1,2,1,1,1,2,1,0,1,18.314255983350673,Kurus
0,45.0,152.0,63.0,2,1,1,0,1,2,1,1,1,0,1,0,0,19.47714681440443,Normal
0,45.0,151.0,65.0,1,1,2,1,2,1,1,0,0,2,1,2,2,19.735976492259113,Normal
